date,sd,sgg,umd,1day,1day_yn,2day,2day_yn
2020-07-21,경상남도,하동군,청암면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상남도,하동군,청암면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,하동군,청암면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,하동군,청암면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상남도,하동군,하동읍,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상남도,하동군,하동읍,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,하동군,하동읍,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,하동군,하동읍,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상남도,하동군,화개면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상남도,하동군,화개면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,하동군,화개면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,하동군,화개면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상남도,하동군,횡천면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상남도,하동군,횡천면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,하동군,횡천면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,하동군,횡천면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상남도,함양군,마천면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상남도,함양군,마천면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,함양군,마천면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,함양군,마천면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상남도,함양군,백전면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상남도,함양군,백전면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,함양군,백전면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,함양군,백전면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상남도,함양군,병곡면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상남도,함양군,병곡면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,함양군,병곡면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,함양군,병곡면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상남도,함양군,서상면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상남도,함양군,서상면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,함양군,서상면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,함양군,서상면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상남도,함양군,서하면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상남도,함양군,서하면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,함양군,서하면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,함양군,서하면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상남도,함양군,수동면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상남도,함양군,수동면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,함양군,수동면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,함양군,수동면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상남도,함양군,안의면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상남도,함양군,안의면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,함양군,안의면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,함양군,안의면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상남도,함양군,유림면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상남도,함양군,유림면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,함양군,유림면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,함양군,유림면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상남도,함양군,지곡면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상남도,함양군,지곡면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,함양군,지곡면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,함양군,지곡면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상남도,함양군,함양읍,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상남도,함양군,함양읍,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,함양군,함양읍,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,함양군,함양읍,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상남도,함양군,휴천면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상남도,함양군,휴천면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,함양군,휴천면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,함양군,휴천면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상남도,합천군,가야면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상남도,합천군,가야면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,합천군,가야면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,합천군,가야면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상남도,합천군,가회면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상남도,합천군,가회면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,합천군,가회면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,합천군,가회면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상남도,합천군,대병면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상남도,합천군,대병면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,합천군,대병면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,합천군,대병면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상남도,합천군,대양면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상남도,합천군,대양면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,합천군,대양면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,합천군,대양면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상남도,합천군,묘산면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상남도,합천군,묘산면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,합천군,묘산면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,합천군,묘산면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상남도,합천군,봉산면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상남도,합천군,봉산면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,합천군,봉산면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,합천군,봉산면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상남도,합천군,삼가면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상남도,합천군,삼가면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,합천군,삼가면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,합천군,삼가면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상남도,합천군,쌍백면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상남도,합천군,쌍백면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,합천군,쌍백면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,합천군,쌍백면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상남도,합천군,쌍책면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상남도,합천군,쌍책면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,합천군,쌍책면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,합천군,쌍책면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상남도,합천군,야로면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상남도,합천군,야로면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,합천군,야로면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,합천군,야로면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상남도,합천군,용주면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상남도,합천군,용주면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,합천군,용주면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,합천군,용주면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상남도,합천군,율곡면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상남도,합천군,율곡면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,합천군,율곡면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,합천군,율곡면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상남도,합천군,청덕면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상남도,합천군,청덕면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,합천군,청덕면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,합천군,청덕면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상남도,합천군,초계면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상남도,합천군,초계면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,합천군,초계면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,합천군,초계면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상남도,합천군,합천읍,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상남도,합천군,합천읍,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,합천군,합천읍,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,합천군,합천읍,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,고령군,대가야읍,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,고령군,대가야읍,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,고령군,대가야읍,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,고령군,대가야읍,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,고령군,덕곡면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,고령군,덕곡면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,고령군,덕곡면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,고령군,덕곡면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,고령군,쌍림면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,고령군,쌍림면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,고령군,쌍림면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,고령군,쌍림면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,고령군,우곡면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,고령군,우곡면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,고령군,우곡면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,고령군,우곡면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,고령군,운수면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,고령군,운수면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,고령군,운수면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,고령군,운수면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,봉화군,명호면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,봉화군,명호면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,봉화군,명호면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,봉화군,명호면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,봉화군,물야면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,봉화군,물야면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,봉화군,물야면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,봉화군,물야면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,봉화군,법전면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,봉화군,법전면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,봉화군,법전면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,봉화군,법전면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,봉화군,봉성면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,봉화군,봉성면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,봉화군,봉성면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,봉화군,봉성면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,봉화군,봉화읍,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,봉화군,봉화읍,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,봉화군,봉화읍,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,봉화군,봉화읍,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,봉화군,석포면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,봉화군,석포면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,봉화군,석포면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,봉화군,석포면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,봉화군,소천면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,봉화군,소천면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,봉화군,소천면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,봉화군,소천면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,봉화군,재산면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,봉화군,재산면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,봉화군,재산면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,봉화군,재산면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,봉화군,춘양면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,봉화군,춘양면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,봉화군,춘양면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,봉화군,춘양면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,성주군,가천면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,성주군,가천면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,성주군,가천면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,성주군,가천면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,성주군,금수면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,성주군,금수면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,성주군,금수면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,성주군,금수면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,성주군,대가면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,성주군,대가면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,성주군,대가면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,성주군,대가면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,성주군,벽진면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,성주군,벽진면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,성주군,벽진면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,성주군,벽진면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,성주군,선남면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,성주군,선남면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,성주군,선남면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,성주군,선남면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,성주군,성주읍,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,성주군,성주읍,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,성주군,성주읍,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,성주군,성주읍,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,성주군,수륜면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,성주군,수륜면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,성주군,수륜면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,성주군,수륜면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,성주군,용암면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,성주군,용암면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,성주군,용암면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,성주군,용암면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,성주군,초전면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,성주군,초전면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,성주군,초전면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,성주군,초전면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,영덕군,강구면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,영덕군,강구면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,영덕군,강구면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,영덕군,강구면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,영덕군,남정면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,영덕군,남정면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,영덕군,남정면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,영덕군,남정면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,영덕군,달산면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,영덕군,달산면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,영덕군,달산면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,영덕군,달산면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,영덕군,병곡면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,영덕군,병곡면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,영덕군,병곡면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,영덕군,병곡면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,영덕군,영덕읍,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,영덕군,영덕읍,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,영덕군,영덕읍,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,영덕군,영덕읍,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,영덕군,영해면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,영덕군,영해면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,영덕군,영해면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,영덕군,영해면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,영덕군,지품면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,영덕군,지품면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,영덕군,지품면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,영덕군,지품면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,영덕군,창수면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,영덕군,창수면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,영덕군,창수면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,영덕군,창수면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,영덕군,축산면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,영덕군,축산면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,영덕군,축산면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,영덕군,축산면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,영양군,석보면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,영양군,석보면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,영양군,석보면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,영양군,석보면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,영양군,수비면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,영양군,수비면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,영양군,수비면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,영양군,수비면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,영양군,수비면 ,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,영양군,수비면 ,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,영양군,수비면 ,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,영양군,수비면 ,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,영양군,영양읍,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,영양군,영양읍,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,영양군,영양읍,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,영양군,영양읍,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,영양군,일월면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,영양군,일월면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,영양군,일월면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,영양군,일월면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,영양군,입암면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,영양군,입암면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,영양군,입암면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,영양군,입암면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,영양군,청기면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,영양군,청기면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,영양군,청기면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,영양군,청기면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,울진군,근남면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,울진군,근남면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,울진군,근남면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,울진군,근남면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,울진군,금강송면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,울진군,금강송면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,울진군,금강송면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,울진군,금강송면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,울진군,기성면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,울진군,기성면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,울진군,기성면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,울진군,기성면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,울진군,매화면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,울진군,매화면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,울진군,매화면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,울진군,매화면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,울진군,북면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,울진군,북면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,울진군,북면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,울진군,북면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,울진군,온정면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,울진군,온정면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,울진군,온정면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,울진군,온정면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,울진군,울진읍,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,울진군,울진읍,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,울진군,울진읍,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,울진군,울진읍,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,울진군,죽변면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,울진군,죽변면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,울진군,죽변면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,울진군,죽변면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,울진군,평해읍,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,울진군,평해읍,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,울진군,평해읍,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,울진군,평해읍,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,울진군,후포면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,울진군,후포면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,울진군,후포면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,울진군,후포면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,청송군,부남면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,청송군,부남면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,청송군,부남면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,청송군,부남면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,청송군,안덕면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,청송군,안덕면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,청송군,안덕면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,청송군,안덕면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,청송군,주왕산면,2020-07-22,0.0,2020-07-23,0.0
2020-07-22,경상북도,청송군,주왕산면,2020-07-23,0.0,2020-07-24,0.0
