date,sd,sgg,umd,1day,1day_yn,2day,2day_yn
2020-07-23,경상남도,사천시,정동면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,사천시,정동면,2020-07-25,1.2325883869482145e-33,2020-07-26,1.0
2020-07-21,경상남도,산청군,금서면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상남도,산청군,금서면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,산청군,금서면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,산청군,금서면,2020-07-25,0.0,2020-07-26,1.0
2020-07-21,경상남도,산청군,단성면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상남도,산청군,단성면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,산청군,단성면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,산청군,단성면,2020-07-25,0.0,2020-07-26,1.0
2020-07-21,경상남도,산청군,산청읍,2020-07-22,2.0806518962661957e-30,2020-07-23,1.0
2020-07-22,경상남도,산청군,산청읍,2020-07-23,4.080081684404698e-29,2020-07-24,0.0
2020-07-23,경상남도,산청군,산청읍,2020-07-24,6.813374965558165e-31,2020-07-25,0.0
2020-07-24,경상남도,산청군,산청읍,2020-07-25,1.241799303982679e-28,2020-07-26,1.0
2020-07-21,경상남도,산청군,삼장면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상남도,산청군,삼장면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,산청군,삼장면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,산청군,삼장면,2020-07-25,0.0,2020-07-26,1.0
2020-07-21,경상남도,산청군,생비량면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상남도,산청군,생비량면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,산청군,생비량면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,산청군,생비량면,2020-07-25,0.0,2020-07-26,1.0
2020-07-21,경상남도,산청군,생초면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상남도,산청군,생초면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,산청군,생초면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,산청군,생초면,2020-07-25,0.0,2020-07-26,1.0
2020-07-21,경상남도,산청군,시천면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상남도,산청군,시천면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,산청군,시천면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,산청군,시천면,2020-07-25,0.0,2020-07-26,1.0
2020-07-21,경상남도,산청군,신등면,2020-07-22,2.0806518962661957e-30,2020-07-23,1.0
2020-07-22,경상남도,산청군,신등면,2020-07-23,4.080081684404698e-29,2020-07-24,0.0
2020-07-23,경상남도,산청군,신등면,2020-07-24,6.813374965558165e-31,2020-07-25,0.0
2020-07-24,경상남도,산청군,신등면,2020-07-25,1.241799303982679e-28,2020-07-26,1.0
2020-07-21,경상남도,산청군,신안면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상남도,산청군,신안면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,산청군,신안면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,산청군,신안면,2020-07-25,0.0,2020-07-26,1.0
2020-07-21,경상남도,산청군,오부면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상남도,산청군,오부면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,산청군,오부면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,산청군,오부면,2020-07-25,0.0,2020-07-26,1.0
2020-07-21,경상남도,산청군,차황면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상남도,산청군,차황면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,산청군,차황면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,산청군,차황면,2020-07-25,0.0,2020-07-26,1.0
2020-07-21,경상남도,하동군,고전면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상남도,하동군,고전면,2020-07-23,0.0,2020-07-24,2.406374835726506e-28
2020-07-23,경상남도,하동군,고전면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,하동군,고전면,2020-07-25,0.0,2020-07-26,1.0
2020-07-21,경상남도,하동군,북천면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상남도,하동군,북천면,2020-07-23,0.0,2020-07-24,7.334873563208952e-25
2020-07-23,경상남도,하동군,북천면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,하동군,북천면,2020-07-25,0.0,2020-07-26,1.0
2020-07-21,경상남도,하동군,악양면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상남도,하동군,악양면,2020-07-23,0.0,2020-07-24,1.2733311249591476e-26
2020-07-23,경상남도,하동군,악양면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,하동군,악양면,2020-07-25,0.0,2020-07-26,1.0
2020-07-21,경상남도,하동군,양보면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상남도,하동군,양보면,2020-07-23,0.0,2020-07-24,5.531691854788303e-25
2020-07-23,경상남도,하동군,양보면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,하동군,양보면,2020-07-25,3.355379747800101e-35,2020-07-26,1.0
2020-07-21,경상남도,하동군,옥종면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상남도,하동군,옥종면,2020-07-23,2.3375028294316673e-37,2020-07-24,0.05558374524116516
2020-07-23,경상남도,하동군,옥종면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,하동군,옥종면,2020-07-25,2.4515428582105247e-29,2020-07-26,1.0
2020-07-21,경상남도,하동군,적량면,2020-07-22,1.2049244211700373e-37,2020-07-23,1.0
2020-07-22,경상남도,하동군,적량면,2020-07-23,2.7007878106229596e-34,2020-07-24,2.0055035310378784e-17
2020-07-23,경상남도,하동군,적량면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,하동군,적량면,2020-07-25,1.7971288052727215e-28,2020-07-26,1.0
2020-07-21,경상남도,하동군,진교면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상남도,하동군,진교면,2020-07-23,0.0,2020-07-24,5.86275127345496e-31
2020-07-23,경상남도,하동군,진교면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,하동군,진교면,2020-07-25,0.0,2020-07-26,1.0
2020-07-21,경상남도,하동군,청암면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상남도,하동군,청암면,2020-07-23,0.0,2020-07-24,4.222369328510716e-28
2020-07-23,경상남도,하동군,청암면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,하동군,청암면,2020-07-25,0.0,2020-07-26,1.0
2020-07-21,경상남도,하동군,하동읍,2020-07-22,1.2049244211700373e-37,2020-07-23,1.0
2020-07-22,경상남도,하동군,하동읍,2020-07-23,2.7007878106229596e-34,2020-07-24,2.0055035310378784e-17
2020-07-23,경상남도,하동군,하동읍,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,하동군,하동읍,2020-07-25,1.7971288052727215e-28,2020-07-26,1.0
2020-07-21,경상남도,하동군,화개면,2020-07-22,0.0,2020-07-23,0.28616228699684143
2020-07-22,경상남도,하동군,화개면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,하동군,화개면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,하동군,화개면,2020-07-25,0.0,2020-07-26,0.00010155267227673903
2020-07-21,경상남도,하동군,횡천면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상남도,하동군,횡천면,2020-07-23,0.0,2020-07-24,8.859265911267707e-25
2020-07-23,경상남도,하동군,횡천면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,하동군,횡천면,2020-07-25,0.0,2020-07-26,1.0
2020-07-21,경상남도,함양군,마천면,2020-07-22,0.0,2020-07-23,1.733127419356606e-06
2020-07-22,경상남도,함양군,마천면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,함양군,마천면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,함양군,마천면,2020-07-25,0.0,2020-07-26,0.9999997615814209
2020-07-21,경상남도,함양군,백전면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상남도,함양군,백전면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,함양군,백전면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,함양군,백전면,2020-07-25,0.0,2020-07-26,1.0
2020-07-21,경상남도,함양군,병곡면,2020-07-22,0.0,2020-07-23,5.0826490123769535e-28
2020-07-22,경상남도,함양군,병곡면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,함양군,병곡면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,함양군,병곡면,2020-07-25,0.0,2020-07-26,1.0743393952239444e-09
2020-07-21,경상남도,함양군,서상면,2020-07-22,0.0,2020-07-23,3.391782813991407e-22
2020-07-22,경상남도,함양군,서상면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,함양군,서상면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,함양군,서상면,2020-07-25,0.0,2020-07-26,0.00019636750221252441
2020-07-21,경상남도,함양군,서하면,2020-07-22,0.0,2020-07-23,5.0826490123769535e-28
2020-07-22,경상남도,함양군,서하면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,함양군,서하면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,함양군,서하면,2020-07-25,0.0,2020-07-26,1.0743393952239444e-09
2020-07-21,경상남도,함양군,수동면,2020-07-22,3.030586066893095e-32,2020-07-23,1.0
2020-07-22,경상남도,함양군,수동면,2020-07-23,2.080218695941025e-27,2020-07-24,0.0
2020-07-23,경상남도,함양군,수동면,2020-07-24,8.19646594455488e-29,2020-07-25,0.0
2020-07-24,경상남도,함양군,수동면,2020-07-25,8.583493291136612e-12,2020-07-26,1.0
2020-07-21,경상남도,함양군,안의면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상남도,함양군,안의면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,함양군,안의면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,함양군,안의면,2020-07-25,0.0,2020-07-26,1.0
2020-07-21,경상남도,함양군,유림면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상남도,함양군,유림면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,함양군,유림면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,함양군,유림면,2020-07-25,0.0,2020-07-26,1.0
2020-07-21,경상남도,함양군,지곡면,2020-07-22,0.0,2020-07-23,5.0826490123769535e-28
2020-07-22,경상남도,함양군,지곡면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,함양군,지곡면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,함양군,지곡면,2020-07-25,0.0,2020-07-26,1.0743393952239444e-09
2020-07-21,경상남도,함양군,함양읍,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상남도,함양군,함양읍,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,함양군,함양읍,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,함양군,함양읍,2020-07-25,0.0,2020-07-26,1.0
2020-07-21,경상남도,함양군,휴천면,2020-07-22,0.0,2020-07-23,0.9497172832489014
2020-07-22,경상남도,함양군,휴천면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,함양군,휴천면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,함양군,휴천면,2020-07-25,0.0,2020-07-26,1.0
2020-07-21,경상남도,합천군,가야면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상남도,합천군,가야면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,합천군,가야면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,합천군,가야면,2020-07-25,0.0,2020-07-26,1.0
2020-07-21,경상남도,합천군,가회면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상남도,합천군,가회면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,합천군,가회면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,합천군,가회면,2020-07-25,7.216717518955558e-34,2020-07-26,1.0
2020-07-21,경상남도,합천군,대병면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상남도,합천군,대병면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,합천군,대병면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,합천군,대병면,2020-07-25,0.0,2020-07-26,1.0
2020-07-21,경상남도,합천군,대양면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상남도,합천군,대양면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,합천군,대양면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,합천군,대양면,2020-07-25,0.0,2020-07-26,1.0
2020-07-21,경상남도,합천군,묘산면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상남도,합천군,묘산면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,합천군,묘산면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,합천군,묘산면,2020-07-25,0.0,2020-07-26,1.0
2020-07-21,경상남도,합천군,봉산면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상남도,합천군,봉산면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,합천군,봉산면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,합천군,봉산면,2020-07-25,0.0,2020-07-26,1.0
2020-07-21,경상남도,합천군,삼가면,2020-07-22,0.9296860694885254,2020-07-23,1.0
2020-07-22,경상남도,합천군,삼가면,2020-07-23,0.01843962073326111,2020-07-24,0.0
2020-07-23,경상남도,합천군,삼가면,2020-07-24,4.521224974268767e-12,2020-07-25,0.0
2020-07-24,경상남도,합천군,삼가면,2020-07-25,3.9639700396113136e-24,2020-07-26,0.9794081449508667
2020-07-21,경상남도,합천군,쌍백면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상남도,합천군,쌍백면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,합천군,쌍백면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,합천군,쌍백면,2020-07-25,9.972052055670889e-36,2020-07-26,1.0
2020-07-21,경상남도,합천군,쌍책면,2020-07-22,1.6170723426967015e-08,2020-07-23,1.0
2020-07-22,경상남도,합천군,쌍책면,2020-07-23,0.06787565350532532,2020-07-24,0.0
2020-07-23,경상남도,합천군,쌍책면,2020-07-24,6.721692358269138e-08,2020-07-25,0.0
2020-07-24,경상남도,합천군,쌍책면,2020-07-25,1.2703383376776467e-25,2020-07-26,0.45714589953422546
2020-07-21,경상남도,합천군,야로면,2020-07-22,5.630194762472461e-33,2020-07-23,1.0
2020-07-22,경상남도,합천군,야로면,2020-07-23,2.6764620703758217e-25,2020-07-24,0.0
2020-07-23,경상남도,합천군,야로면,2020-07-24,1.669933079230131e-29,2020-07-25,0.0
2020-07-24,경상남도,합천군,야로면,2020-07-25,2.1269938449915725e-33,2020-07-26,1.0
2020-07-21,경상남도,합천군,용주면,2020-07-22,2.7430525549884574e-30,2020-07-23,1.0
2020-07-22,경상남도,합천군,용주면,2020-07-23,2.8886624491328465e-25,2020-07-24,0.0
2020-07-23,경상남도,합천군,용주면,2020-07-24,1.1194221041976684e-29,2020-07-25,0.0
2020-07-24,경상남도,합천군,용주면,2020-07-25,6.584961366865704e-30,2020-07-26,1.0
2020-07-21,경상남도,합천군,율곡면,2020-07-22,1.4102149634709349e-06,2020-07-23,1.0
2020-07-22,경상남도,합천군,율곡면,2020-07-23,1.5114091183932032e-05,2020-07-24,0.0
2020-07-23,경상남도,합천군,율곡면,2020-07-24,1.1511993022397674e-15,2020-07-25,0.0
2020-07-24,경상남도,합천군,율곡면,2020-07-25,1.1466056367553491e-31,2020-07-26,4.5152211214372073e-07
2020-07-21,경상남도,합천군,청덕면,2020-07-22,0.9785615801811218,2020-07-23,1.0
2020-07-22,경상남도,합천군,청덕면,2020-07-23,0.9945288896560669,2020-07-24,0.0
2020-07-23,경상남도,합천군,청덕면,2020-07-24,1.7915712305693887e-05,2020-07-25,0.0
2020-07-24,경상남도,합천군,청덕면,2020-07-25,1.2965740739160173e-19,2020-07-26,0.9999990463256836
2020-07-21,경상남도,합천군,초계면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상남도,합천군,초계면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,합천군,초계면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,합천군,초계면,2020-07-25,0.0,2020-07-26,1.0
2020-07-21,경상남도,합천군,합천읍,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상남도,합천군,합천읍,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상남도,합천군,합천읍,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상남도,합천군,합천읍,2020-07-25,0.0,2020-07-26,1.0
2020-07-21,경상북도,고령군,대가야읍,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상북도,고령군,대가야읍,2020-07-23,1.2195900826575086e-34,2020-07-24,0.0
2020-07-23,경상북도,고령군,대가야읍,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,고령군,대가야읍,2020-07-25,5.866134016392401e-37,2020-07-26,1.0
2020-07-21,경상북도,고령군,덕곡면,2020-07-22,2.5057631040814686e-32,2020-07-23,1.0
2020-07-22,경상북도,고령군,덕곡면,2020-07-23,4.2168940300494446e-29,2020-07-24,0.0
2020-07-23,경상북도,고령군,덕곡면,2020-07-24,3.5427203028715646e-33,2020-07-25,0.0
2020-07-24,경상북도,고령군,덕곡면,2020-07-25,5.510973680383815e-30,2020-07-26,1.0
2020-07-21,경상북도,고령군,쌍림면,2020-07-22,1.0693685936757902e-07,2020-07-23,1.0
2020-07-22,경상북도,고령군,쌍림면,2020-07-23,0.00031769275665283203,2020-07-24,0.0
2020-07-23,경상북도,고령군,쌍림면,2020-07-24,9.899675209364828e-14,2020-07-25,0.0
2020-07-24,경상북도,고령군,쌍림면,2020-07-25,1.2564497063679378e-31,2020-07-26,7.317777317439322e-08
2020-07-21,경상북도,고령군,우곡면,2020-07-22,6.730865428110726e-23,2020-07-23,0.9999990463256836
2020-07-22,경상북도,고령군,우곡면,2020-07-23,2.406081801602793e-20,2020-07-24,0.0
2020-07-23,경상북도,고령군,우곡면,2020-07-24,1.3682151450068325e-30,2020-07-25,0.0
2020-07-24,경상북도,고령군,우곡면,2020-07-25,0.0,2020-07-26,3.7246502900177504e-28
2020-07-21,경상북도,고령군,운수면,2020-07-22,1.570497398795112e-09,2020-07-23,1.0
2020-07-22,경상북도,고령군,운수면,2020-07-23,6.656748041677929e-07,2020-07-24,0.0
2020-07-23,경상북도,고령군,운수면,2020-07-24,4.504841166959305e-17,2020-07-25,0.0
2020-07-24,경상북도,고령군,운수면,2020-07-25,1.0837486274491148e-36,2020-07-26,3.2110789721651045e-11
2020-07-21,경상북도,봉화군,명호면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상북도,봉화군,명호면,2020-07-23,0.0,2020-07-24,1.0
2020-07-23,경상북도,봉화군,명호면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,봉화군,명호면,2020-07-25,0.0,2020-07-26,1.0
2020-07-21,경상북도,봉화군,물야면,2020-07-22,0.0,2020-07-23,3.971844728112295e-11
2020-07-22,경상북도,봉화군,물야면,2020-07-23,0.0,2020-07-24,0.02401629090309143
2020-07-23,경상북도,봉화군,물야면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,봉화군,물야면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,봉화군,법전면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상북도,봉화군,법전면,2020-07-23,0.0,2020-07-24,1.0
2020-07-23,경상북도,봉화군,법전면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,봉화군,법전면,2020-07-25,0.0,2020-07-26,0.7996876239776611
2020-07-21,경상북도,봉화군,봉성면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상북도,봉화군,봉성면,2020-07-23,0.0,2020-07-24,1.0
2020-07-23,경상북도,봉화군,봉성면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,봉화군,봉성면,2020-07-25,0.0,2020-07-26,3.8623843012786097e-10
2020-07-21,경상북도,봉화군,봉화읍,2020-07-22,2.0032595224024076e-28,2020-07-23,1.0
2020-07-22,경상북도,봉화군,봉화읍,2020-07-23,2.6625577035865214e-28,2020-07-24,1.0
2020-07-23,경상북도,봉화군,봉화읍,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,봉화군,봉화읍,2020-07-25,1.8816129910208022e-38,2020-07-26,1.0
2020-07-21,경상북도,봉화군,석포면,2020-07-22,0.0,2020-07-23,1.2347687976255184e-12
2020-07-22,경상북도,봉화군,석포면,2020-07-23,0.0,2020-07-24,0.0047200024127960205
2020-07-23,경상북도,봉화군,석포면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,봉화군,석포면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,봉화군,소천면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상북도,봉화군,소천면,2020-07-23,0.0,2020-07-24,1.0
2020-07-23,경상북도,봉화군,소천면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,봉화군,소천면,2020-07-25,0.0,2020-07-26,0.05928725004196167
2020-07-21,경상북도,봉화군,재산면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상북도,봉화군,재산면,2020-07-23,0.0,2020-07-24,1.0
2020-07-23,경상북도,봉화군,재산면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,봉화군,재산면,2020-07-25,0.0,2020-07-26,0.8969027996063232
2020-07-21,경상북도,봉화군,춘양면,2020-07-22,0.0,2020-07-23,3.971844728112295e-11
2020-07-22,경상북도,봉화군,춘양면,2020-07-23,0.0,2020-07-24,0.02401629090309143
2020-07-23,경상북도,봉화군,춘양면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,봉화군,춘양면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,성주군,가천면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상북도,성주군,가천면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,성주군,가천면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,성주군,가천면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,성주군,금수면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상북도,성주군,금수면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,성주군,금수면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,성주군,금수면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,성주군,대가면,2020-07-22,6.420289692259011e-29,2020-07-23,1.0
2020-07-22,경상북도,성주군,대가면,2020-07-23,1.759648103713843e-36,2020-07-24,0.0
2020-07-23,경상북도,성주군,대가면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,성주군,대가면,2020-07-25,0.0,2020-07-26,1.257169171945306e-38
2020-07-21,경상북도,성주군,벽진면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상북도,성주군,벽진면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,성주군,벽진면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,성주군,벽진면,2020-07-25,0.0,2020-07-26,3.132828508412504e-32
2020-07-21,경상북도,성주군,선남면,2020-07-22,1.0,2020-07-23,1.0
2020-07-22,경상북도,성주군,선남면,2020-07-23,5.304683063220761e-16,2020-07-24,0.0
2020-07-23,경상북도,성주군,선남면,2020-07-24,3.6606639693717004e-32,2020-07-25,0.0
2020-07-24,경상북도,성주군,선남면,2020-07-25,2.0339096799594204e-32,2020-07-26,0.0
2020-07-21,경상북도,성주군,성주읍,2020-07-22,1.0,2020-07-23,1.0
2020-07-22,경상북도,성주군,성주읍,2020-07-23,2.3187962028088675e-17,2020-07-24,0.0
2020-07-23,경상북도,성주군,성주읍,2020-07-24,6.123160175337873e-34,2020-07-25,0.0
2020-07-24,경상북도,성주군,성주읍,2020-07-25,7.113209042469665e-35,2020-07-26,0.0
2020-07-21,경상북도,성주군,수륜면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상북도,성주군,수륜면,2020-07-23,0.0,2020-07-24,0.0
2020-07-23,경상북도,성주군,수륜면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,성주군,수륜면,2020-07-25,0.0,2020-07-26,4.8284435807595705e-37
2020-07-21,경상북도,성주군,용암면,2020-07-22,1.0,2020-07-23,1.0
2020-07-22,경상북도,성주군,용암면,2020-07-23,8.173302529571047e-13,2020-07-24,0.0
2020-07-23,경상북도,성주군,용암면,2020-07-24,7.336541233651517e-28,2020-07-25,0.0
2020-07-24,경상북도,성주군,용암면,2020-07-25,3.705389004458623e-29,2020-07-26,0.0
2020-07-21,경상북도,성주군,초전면,2020-07-22,0.982511043548584,2020-07-23,1.0
2020-07-22,경상북도,성주군,초전면,2020-07-23,9.792383570683683e-11,2020-07-24,0.0
2020-07-23,경상북도,성주군,초전면,2020-07-24,4.3907044182347345e-20,2020-07-25,0.0
2020-07-24,경상북도,성주군,초전면,2020-07-25,3.476410054952509e-19,2020-07-26,2.712904134155404e-31
2020-07-21,경상북도,영덕군,강구면,2020-07-22,5.952443464030358e-38,2020-07-23,1.0
2020-07-22,경상북도,영덕군,강구면,2020-07-23,1.8736849207511303e-37,2020-07-24,2.730825876540166e-08
2020-07-23,경상북도,영덕군,강구면,2020-07-24,5.555130507843414e-37,2020-07-25,0.0
2020-07-24,경상북도,영덕군,강구면,2020-07-25,4.741451420509794e-37,2020-07-26,0.0
2020-07-21,경상북도,영덕군,남정면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상북도,영덕군,남정면,2020-07-23,1.3845667543896448e-35,2020-07-24,0.9999657273292542
2020-07-23,경상북도,영덕군,남정면,2020-07-24,1.8844163110194595e-36,2020-07-25,0.0
2020-07-24,경상북도,영덕군,남정면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,영덕군,달산면,2020-07-22,2.537824173032277e-07,2020-07-23,1.0
2020-07-22,경상북도,영덕군,달산면,2020-07-23,7.327345312692359e-34,2020-07-24,4.171829584719848e-18
2020-07-23,경상북도,영덕군,달산면,2020-07-24,1.3652056915502975e-13,2020-07-25,0.0
2020-07-24,경상북도,영덕군,달산면,2020-07-25,0.01818627119064331,2020-07-26,0.0
2020-07-21,경상북도,영덕군,병곡면,2020-07-22,0.0,2020-07-23,1.0
2020-07-22,경상북도,영덕군,병곡면,2020-07-23,0.0,2020-07-24,0.006082415580749512
2020-07-23,경상북도,영덕군,병곡면,2020-07-24,0.0,2020-07-25,0.0
2020-07-24,경상북도,영덕군,병곡면,2020-07-25,0.0,2020-07-26,0.0
2020-07-21,경상북도,영덕군,영덕읍,2020-07-22,0.0,2020-07-23,1.0
